2018_09_20_71|First published in 1903, The Daily Orange is this New York University student newspaper.|First published in nineteen oh three, The Daily Orange is this New York University student newspaper.
2018_09_13_87|We wrap the round up. Kyle, our champion, in the lead. 4,800 dollars more than Sean. Lauren on the board with 3,400 dollars. Here comes Final Jeopardy.|We wrap the round up. Kyle, our champion, in the lead. four thousand, eight hundred dollars more than Sean. Lauren on the board with three thousand, four hundred dollars. Here comes Final Jeopardy.
2018_09_25_6|Who are the Toronto Maple Leafs, not leaves?|Who are the Toronto Maple Leafs, not leaves?
2018_07_02_9|Suzanne.|Suzanne.
2018_09_27_29|Alright, here we go.|Alright, here we go.
2018_09_25_24|And where do you parade if you're not part of the official parade?|And where do you parade if you're not part of the official parade?
2018_09_19_33|Say the name of this ghost with the most three times and he'll show up to exercise the living.|Say the name of this ghost with the most three times and he'll show up to exercise the living.
2018_09_25_87|It's done with alacrity. Now the 2,000 dollar clue.|It's done with alacrity. Now the two thousand dollar clue.
2018_09_20_44|Jimmy.|Jimmy.
2018_09_26_41|so they don't drift apart while sleeping. Sea otters hold hands or wrap themselves in strands of this.|so they don't drift apart while sleeping. Sea otters hold hands or wrap themselves in strands of this.
2018_09_19_75|In Ode on a Grecian Urn, he wrote, Beauty is truth, truth beauty.|In Ode on a Grecian Urn, he wrote, Beauty is truth, truth beauty.
2018_09_25_78|On Idaho's border and deeper than the Grand One, this infernal canyon's greatest depth is 7,900 feet.|On Idaho's border and deeper than the Grand One, this infernal canyon's greatest depth is seven thousand, nine hundred feet.
2018_09_24_26|Rob Salerno, ladies and gentlemen, is a writer, actor from Los Angeles. And he did something interesting, which some of you may have tried when you go to New York and you'd like to see a Broadway show. They have a lottery, right?|Rob Salerno, ladies and gentlemen, is a writer, actor from Los Angeles. And he did something interesting, which some of you may have tried when you go to New York and you'd like to see a Broadway show. They have a lottery, right?
2018_09_13_59|I'm gonna be best in bro at the chariot races this weekend at the CM short for this hippodrome in Rome|I'm gonna be best in bro at the chariot races this weekend at the CM short for this hippodrome in Rome
2018_09_27_10|It's for this genre of novel satirized by Jane Austen in Northanger Abbey.|It's for this genre of novel satirized by Jane Austen in Northanger Abbey.
2018_09_24_49|Portolaca, which is this type of plant named for its water-storing tissues, will turn a bright yellow in the rainy season. And the land iguanas that feast on this plant will eagerly approach visitors if they happen to be wearing yellow.|Portolaca, which is this type of plant named for its water-storing tissues, will turn a bright yellow in the rainy season. And the land iguanas that feast on this plant will eagerly approach visitors if they happen to be wearing yellow.
2018_09_14_91|Andrew, we come to you first. You had 10,200 and you picked Formula One racing and that is wrong. So it will cost you 200 only. You wind up with an even 10,000. We come to Kyle who could not be caught. The game was a runway and he came up with figure skating. Yes, the axle jump named for Axel Paulsen. You're gonna add to that if you risked anything and you didn't.|Andrew, we come to you first. You had ten thousand, two hundred and you picked Formula One racing and that is wrong. So it will cost you two hundred only. You wind up with an even ten thousand. We come to Kyle who could not be caught. The game was a runway and he came up with figure skating. Yes, the axle jump named for Axel Paulsen. You're gonna add to that if you risked anything and you didn't.
2018_09_19_68|We're giving you this brittle metal, chemical symbol BI, that's distinguished by a pinkish tint.|We're giving you this brittle metal, chemical symbol BI, that's distinguished by a pinkish tint.
2018_09_26_38|examining how her music affected progressive social change, this State University of New Jersey got into politicizing Beyonce.|examining how her music affected progressive social change, this State University of New Jersey got into politicizing Beyonce.
2018_09_27_45|Vegas Golden Knights.|Vegas Golden Knights.
2018_09_27_84|Soul Harvest is book number four in the Left Behind series about those on Earth after this event from the Latin for seizing.|Soul Harvest is book number four in the Left Behind series about those on Earth after this event from the Latin for seizing.
2018_09_20_53|Renton, Obi-Wan Kenobi, Philip Morris, Rodney Copperbottom.|Renton, Obi-Wan Kenobi, Philip Morris, Rodney Copperbottom.
2018_09_21_54|That's the TV comedy.|That's the TV comedy.
2018_07_02_27|So we're going to take a break.|So we're going to take a break.
2018_09_19_23|I know why we bleep things.|I know why we bleep things.
2018_09_19_34|Saying this cliche Lord Harold Samuel gave about the three most important things in real estate.|Saying this cliche Lord Harold Samuel gave about the three most important things in real estate.
2018_09_19_38|Julius Caesar, Pompey the Great, and Marcus Licinius Crassus were the three men who made up the first this.|Julius Caesar, Pompey the Great, and Marcus Licinius Crassus were the three men who made up the first this.
2018_09_11_73|That leaves us with Beauty and the Beast.|That leaves us with Beauty and the Beast.
2018_09_11_24|You're still in command of the board, so go ahead, look things over, make a selection, and we will reveal the next clue.|You're still in command of the board, so go ahead, look things over, make a selection, and we will reveal the next clue.
2018_09_19_18|He found a denim heavy William Rast with a childhood friend from Memphis.|He found a denim heavy William Rast with a childhood friend from Memphis.
2018_09_19_3|And now we focus our attention on these categories. Celebrities, fashion lines, world history, among Times 50 best podcasts of 2018. Then we have a little bit of this and that. And then we want you to say it three times, each correct response. Hey, where are you going? Why you coming up in each correct response? Kyle, start.|And now we focus our attention on these categories. Celebrities, fashion lines, world history, among Times fifty best podcasts of twenty eighteen. Then we have a little bit of this and that. And then we want you to say it three times, each correct response. Hey, where are you going? Why you coming up in each correct response? Kyle, start.
2018_09_14_63|Usually harmless to humans, this predator can't change its spots or bars.|Usually harmless to humans, this predator can't change its spots or bars.
2018_09_24_91|Who hiss? Nancy! Good news for you!|Who hiss? Nancy! Good news for you!
2018_09_26_89|Billy Paul topped the charts with me and Mrs. Jones. Mr. Jones was a number five hit for this avian group in the 1990s.|Billy Paul topped the charts with me and Misess Jones. Mister Jones was a number five hit for this avian group in the nineteen ninetys.
2018_09_20_65|All right, you're at 16,200 dollars. There are no more Daily Doubles. Pick again.|All right, you're at sixteen thousand, two hundred dollars. There are no more Daily Doubles. Pick again.
2018_09_20_3|Space Probes, all right. Next, Pro Football Hall of Famers by team. We'll give you the players, you name the teams, of course. Followed by Toys and Games. How cheap were they? Reading the tea leaves, of course. Kyle, start.|Space Probes, all right. Next, Pro Football Hall of Famers by team. We'll give you the players, you name the teams, of course. Followed by Toys and Games. How cheap were they? Reading the tea leaves, of course. Kyle, start.
2018_09_26_52|Make your future fighting Gaul leader of the Red Legion in the second iteration of this Bungie game.|Make your future fighting Gaul leader of the Red Legion in the second iteration of this Bungie game.
2018_09_27_90|In 1883, a Catholic diocese sold this to the state of Texas for 20,000 dollars. You have 30 seconds. Good luck.|In eighteen eighty-three, a Catholic diocese sold this to the state of Texas for twenty thousand dollars. You have thirty seconds. Good luck.
2018_09_26_13b|If the picture was to alter, it was to alter. That was all. Not one blossom of his loveliness would ever fade.|If the picture was to alter, it was to alter. That was all. Not one blossom of his loveliness would ever fade.
2018_09_11_35|It happened in Greensboro. Back to you, Rick.|It happened in Greensboro. Back to you, Rick.
2018_09_14_16|Jimmy, help us out.|Jimmy, help us out.
2018_07_02_76|America's first multi-page one, well four pages, was called Public Occurrences, Both Foreign and Domestic.|America's first multi-page one, well four pages, was called Public Occurrences, Both Foreign and Domestic.
2018_09_25_2|Now let's take a look at the category, shall we? Starting off with queen consort. Oh, we're dealing with royalty again.|Now let's take a look at the category, shall we? Starting off with queen consort. Oh, we're dealing with royalty again.
2018_07_02_63|We're talking about fly boy and fly girl.|We're talking about fly boy and fly girl.
2018_09_14_86|Now the last clue.|Now the last clue.
2018_09_13_72|When she's not palling around with Luke Cage and Daredevil, this actress is writing thrillers like Bonfire.|When she's not palling around with Luke Cage and Daredevil, this actress is writing thrillers like Bonfire.
2018_09_11_18|You got it, and that takes you up to an even 4,000. That takes us into break number one.|You got it, and that takes you up to an even four thousand. That takes us into break number one.
2018_09_25_17|What the Brits call a bowler, we in the US call this, after an earl and an English horse race.|What the Brits call a bowler, we in the US call this, after an earl and an English horse race.
2018_07_02_62|This boy was a World War II pilot. This girl was a dancer on In Living Color.|This boy was a World War II pilot. This girl was a dancer on In Living Color.
2018_09_10_6|TS Eliot is the one.|TS Eliot is the one.
2018_09_26_78|The USA's most common operation. It accounts for one in three births up from one in 20 in 1970.|The USA's most common operation. It accounts for one in three births up from one in twenty in nineteen seventy.
2018_09_21_2|Let's find out about the categories that you're going to be dealing with. Hot, cold, or in between. Terms in history. Help me with the title. Chris P. Outside. Tender. Inside. Champ, start us.|Let's find out about the categories that you're going to be dealing with. Hot, cold, or in between. Terms in history. Help me with the title. Chris P. Outside. Tender. Inside. Champ, start us.
2018_09_10_38|Right, less than a minute now.|Right, less than a minute now.
2018_09_13_58|Neptune, yeah, he looks a lot like me.|Neptune, yeah, he looks a lot like me.
2018_09_19_64|In 1973, the EPA put the pedal to the metal and announced final regulations to get this metal out of gasoline.|In nineteen seventy-three, the EPA put the pedal to the metal and announced final regulations to get this metal out of gasoline.
2018_09_25_68|Queen kicked off its 2017 North American tour in Phoenix and kicked off the concert singing, We Will Do This.|Queen kicked off its twenty seventeen North American tour in Phoenix and kicked off the concert singing, We Will Do This.
2018_07_02_72|Elba is Exile Island.|Elba is Exile Island.
2018_09_20_26|Terrell Davis and John Elway.|Terrell Davis and John Elway.
2018_09_25_25b|Vincent Valenzuela from Wheaton, Illinois. It says here you had a midlife crisis when you were 24.|Vincent Valenzuela from Wheaton, Illinois. It says here you had a midlife crisis when you were twenty-four.
2018_09_26_77|No fooling, we're off to the billiards room to play this pool variant with 15 red balls and six non-red ones.|No fooling, we're off to the billiards room to play this pool variant with fifteen red balls and six non-red ones.
2018_09_13_5|Cowbell starts off Honky Tonk Women by this band, which I want you to gimme, gimme, gimme!|Cowbell starts off Honky Tonk Women by this band, which I want you to gimme, gimme, gimme!
2018_09_14_54|Already 12 games out after playing 80. You gotta believe this team led by Tom Seiber came back to win the National League pennant.|Already twelve games out after playing eighty. You gotta believe this team led by Tom Seiber came back to win the National League pennant.
2018_07_02_69|Honshu, we're dealing with islands.|Honshu, we're dealing with islands.
2018_09_14_17|The substance it uses as a conductor is bone.|The substance it uses as a conductor is bone.
2018_09_13_12|Who's up for a game of this?|Who's up for a game of this?
2018_09_24_5|This character inspired a suit, collar, and shoe with his name.|This character inspired a suit, collar, and shoe with his name.
2018_09_24_69|The front of a dollar bill says it's this kind of note representing the overseer of our banking system.|The front of a dollar bill says it's this kind of note representing the overseer of our banking system.
2018_09_10_78|RIF, short for reading is this, has aided children's literacy since 1966.|RIF, short for reading is this, has aided children's literacy since nineteen sixty-six.
2018_09_19_53|Short ends of grain after harvesting, or of hair before shaving.|Short ends of grain after harvesting, or of hair before shaving.
2018_09_11_33|On September 17, 1862, this bloody battle in Maryland ended the first Confederate invasion of the North.|On September seventeen, eighteen sixty-two, this bloody battle in Maryland ended the first Confederate invasion of the North.
2018_09_13_53|You'll find several paintings Veronese on the eyes in Venice's Palazzo do Cali, or these officials' palace.|You'll find several paintings Veronese on the eyes in Venice's Palazzo do Cali, or these officials' palace.
2018_09_21_18|We give the mild weather you might find in Florida a B plus. This adjective.|We give the mild weather you might find in Florida a B plus. This adjective.
2018_07_02_49|Cut calories and cut and splice a film.|Cut calories and cut and splice a film.
2018_09_11_32|In 1817, Congress divided a territory that became these two states that are practically mirror images of each other.|In eighteen seventeen, Congress divided a territory that became these two states that are practically mirror images of each other.
2018_09_19_59|Established in 1348, this oldest and highest order of British knighthood is named for a fashion accessory.|Established in thirteen forty-eight, this oldest and highest order of British knighthood is named for a fashion accessory.
2018_09_25_41|Think of Charlotte, North Carolina, Charlottesville, and Charlottetown, P-E-I. You're at 3,000. One category still in play.|Think of Charlotte, North Carolina, Charlottesville, and Charlottetown, P-E-I. You're at three thousand. One category still in play.
2018_09_26_86|Let's wind down in the library over a six-volume illustrated edition of this Elizabethan poem by Edmund Spenser.|Let's wind down in the library over a six-volume illustrated edition of this Elizabethan poem by Edmund Spenser.
2018_09_21_79|Yes, and now the last clue.|Yes, and now the last clue.
2018_09_24_50|Those are succulents. Succulents. Nancy's still in the lead.|Those are succulents. Succulents. Nancy's still in the lead.
2018_09_11_51|You left one syllable out, Becky.|You left one syllable out, Becky.
2018_09_13_46|The nation has learned that this, also known as fluoxetine, can be used to treat OCD and panic attacks.|The nation has learned that this, also known as fluoxetine, can be used to treat OCD and panic attacks.
2018_09_21_16|As Cyril Figgis, Chris Parnell got a Chekhov gun from this animated spy. Careful it could go off for like no reason.|As Cyril Figgis, Chris Parnell got a Chekhov gun from this animated spy. Careful it could go off for like no reason.
2018_09_24_51|William not all that far behind. He goes first though.|William not all that far behind. He goes first though.
2018_09_27_62|Fox's Empire has been seen as a hip-hop take on this play with Jamal Lyon as a gender-swapped Cordelia|Fox's Empire has been seen as a hip-hop take on this play with Jamal Lyon as a gender-swapped Cordelia
2018_09_27_1|We started the week with a small win on Monday, 3,600 dollars, but last two days have certainly made up for that. Evelyn, a case in point yesterday, winning over 26,000. Michael and Katie, welcome aboard, and good luck as we put you to work now in the Jeopardy round.|We started the week with a small win on Monday, three thousand, six hundred dollars, but last two days have certainly made up for that. Evelyn, a case in point yesterday, winning over twenty-six thousand. Michael and Katie, welcome aboard, and good luck as we put you to work now in the Jeopardy round.
2018_09_24_31|In 1887, a flood of this colorful river in China flattened 1,500 villages.|In eighteen eighty-seven, a flood of this colorful river in China flattened one thousand, five hundred villages.
2018_09_13_84|169 foot tall Nelson's Column in this square.|one hundred and sixty-nine foot tall Nelson's Column in this square.
2018_09_24_52|First off, poetry. River words. In the middle, those letters, I-N, will come up exactly in the middle of each correct response. Then we deal with government and politics. Painted ladies. Hey, I'm a huge fan.|First off, poetry. River words. In the middle, those letters, I-N, will come up exactly in the middle of each correct response. Then we deal with government and politics. Painted ladies. Hey, I'm a huge fan.
2018_09_11_49|Adjacent to Norfolk, this city has about 30 miles of oceanfront and a creative district called Vibe.|Adjacent to Norfolk, this city has about thirty miles of oceanfront and a creative district called Vibe.
2018_09_20_46|Back to Kelly.|Back to Kelly.
2018_09_13_7|Tom Fogerty said, man, that sure sounds good when the cowbell comes in, as this band recorded Born on the Bayou.|Tom Fogerty said, man, that sure sounds good when the cowbell comes in, as this band recorded Born on the Bayou.
2018_09_26_9|A reference work, candy ice pole.|A reference work, candy ice pole.
2018_09_14_39|A curious man is a biography of this, believe it or not, cartoonist.|A curious man is a biography of this, believe it or not, cartoonist.
2018_09_27_22|Now ladies and gentlemen, normally when I interview the contestants, I base my conversation on little bits of information they have supplied us, but with regard to Michael Pascuzzi from Orlando Florida, I have absolutely nothing on the cards. So what do you want to talk about?|Now ladies and gentlemen, normally when I interview the contestants, I base my conversation on little bits of information they have supplied us, but with regard to Michael Pascuzzi from Orlando Florida, I have absolutely nothing on the cards. So what do you want to talk about?
2018_09_25_82|What is escalator, A-L-A in the middle there?|What is escalator, A-L-A in the middle there?
2018_09_26_19|Finishing up the collection is Z for this type of place where pedestrians can walk safely across the road.|Finishing up the collection is Z for this type of place where pedestrians can walk safely across the road.
2018_09_14_22|Andrew Lundy, you're from very close to Toronto Burlington.|Andrew Lundy, you're from very close to Toronto Burlington.
2018_09_24_86|And that would be Alfred Lord Tennyson.|And that would be Alfred Lord Tennyson.
2018_09_20_66|Australia's economy was transformed when the Merino type of this arrived in 1797.|Australia's economy was transformed when the Merino type of this arrived in seventeen ninety-seven.
2018_09_24_63|Of the first 65 lines of his howl, only two start with a capital letter, I and the P in peyote.|Of the first sixty-five lines of his howl, only two start with a capital letter, I and the P in peyote.
2018_09_27_46|Renoir, right you are, taking you up to 3,800. Michael, that proposal threw you off and threw me off for a bit there, but you're going to go first in double jeopardy.|Renoir, right you are, taking you up to three thousand, eight hundred. Michael, that proposal threw you off and threw me off for a bit there, but you're going to go first in double jeopardy.
2018_09_10_9|Resche guevara.|Resche guevara.
2018_09_24_82|Jimmy Buffett's fans are parrot heads. Children of parrot heads and younger fans are known as these little birds.|Jimmy Buffett's fans are parrot heads. Children of parrot heads and younger fans are known as these little birds.
2018_07_02_60|In some editions of King John, the son of the King of France is called this, also the name of a large aquatic animal.|In some editions of King John, the son of the King of France is called this, also the name of a large aquatic animal.
2018_07_02_77|Coaster-shaped ones for people waiting for a table have a mile range, but the restaurant limits it so you won't wander.|Coaster-shaped ones for people waiting for a table have a mile range, but the restaurant limits it so you won't wander.
2018_07_02_81|3,000 it is. Here is the clue.|three thousand it is. Here is the clue.
2018_07_02_75|The island, yes.|The island, yes.
2018_09_21_14|In TV ads, this Houston Rockets guard was there to assist you with all your insurance needs, along with his twin, Cliff.|In TV ads, this Houston Rockets guard was there to assist you with all your insurance needs, along with his twin, Cliff.
2018_09_11_60|In 1996, he formally retired as Archbishop of Cape Town.|In nineteen ninety-six, he formally retired as Archbishop of Cape Town.
2018_09_26_48|This company's infinity allowed you to play characters from the Incredibles and Cars to name a few.|This company's infinity allowed you to play characters from the Incredibles and Cars to name a few.
2018_09_24_13|1992, Clint Eastwood, Gene Hackman, Morgan Freeman.|nineteen ninety-two, Clint Eastwood, Gene Hackman, Morgan Freeman.
2018_09_11_28|attorney, lawyer. Welcome out to the|attorney, lawyer. Welcome out to the
2018_09_10_34|With a powerful style of play, she won the women's singles in the 1990s, 2000s, and 20 teens. The only player to do so.|With a powerful style of play, she won the women's singles in the nineteen ninetys, twenty oh ohs, and twenty teens. The only player to do so.
2018_07_02_12|Officer Kono Kalakaua dealt with the Yakuza and the task force questioning her loyalty on this CBS reboot.|Officer Kono Kalakaua dealt with the Yakuza and the task force questioning her loyalty on this CBS reboot.
2018_09_13_74|Marionette or doll? Yeah.|Marionette or doll? Yeah.
2018_09_26_6|Bog murder you, you vawney stinking bratchnies! Where are the others? Where are my stinking traitorous droogs?|Bog murder you, you vawney stinking bratchnies! Where are the others? Where are my stinking traitorous droogs?
2018_09_10_76|Three pretenders to the Russian throne known as false this name, plagued the time of troubles in the early 1600s.|Three pretenders to the Russian throne known as false this name, plagued the time of troubles in the early sixteen oh ohs.
2018_09_10_48|Right, now the last clue. In 1968, the first Open Men's Singles winner was this athlete and activist whose name is now on the Open's main stadium.|Right, now the last clue. In nineteen sixty-eight, the first Open Men's Singles winner was this athlete and activist whose name is now on the Open's main stadium.
2018_09_26_71|The quahog is also called this type of clam.|The quahog is also called this type of clam.
2018_09_14_37|After profiling Diana, Andrew Morton wrote about a Hollywood princess, this 2018 bride.|After profiling Diana, Andrew Morton wrote about a Hollywood princess, this twenty eighteen bride.
2018_09_25_72|The builders of the SS United States were so concerned with fire safety, they asked Steinway to make an aluminum this.|The builders of the SS United States were so concerned with fire safety, they asked Steinway to make an aluminum this.
2018_09_24_60|Adjective, meaning derived from the language of ancient Rome, or sounding formal and stiff.|Adjective, meaning derived from the language of ancient Rome, or sounding formal and stiff.
2018_09_21_5|meaning catastrophe, Shoah is the Hebrew name for this devastating period of genocide and persecution.|meaning catastrophe, Shoah is the Hebrew name for this devastating period of genocide and persecution.
2018_09_24_2|Now the categories for this first round of play. The Galapagos, plants and animals. Next, the company car. Oh, it can't get much worse. Fashion from head to toe, words from the comics, and finally, in the forecast. Those three letters will come up in each correct response. F-O-R, Rob.|Now the categories for this first round of play. The Galapagos, plants and animals. Next, the company car. Oh, it can't get much worse. Fashion from head to toe, words from the comics, and finally, in the forecast. Those three letters will come up in each correct response. F-O-R, Rob.
2018_09_25_81|It was originally a trade name used by the Otis Company.|It was originally a trade name used by the Otis Company.
2018_09_10_40|The three tenors were Pabarro Domingo and an extended farewell tour.|The three tenors were Pabarro Domingo and an extended farewell tour.
2018_09_21_62|In legend, this weapon that pierced Jesus' side has become one of destiny that confers superpowers.|In legend, this weapon that pierced Jesus' side has become one of destiny that confers superpowers.
2018_09_14_43|Powdered sugar is also known as this type of candy maker's sugar.|Powdered sugar is also known as this type of candy maker's sugar.
2018_09_27_72|1-800-GANGWAY is the phone number for Battleship Memorial Park in this Alabama city.|one-eight hundred-GANGWAY is the phone number for Battleship Memorial Park in this Alabama city.
2018_09_19_60|What is the order of the Garter?|What is the order of the Garter?
2018_07_02_90|In a Shakespeare poem, this bird of fable is paired with a turtle dove.|In a Shakespeare poem, this bird of fable is paired with a turtle dove.
2018_09_10_35|The 1990s heralded a new 19th men's singles champ.|The nineteen ninetys heralded a new nineteenth men's singles champ.
2018_09_14_56|Construction of the CN Tower began in February. 1815 feet and three years later, the tower opened to the public in this city.|Construction of the CN Tower began in February. eighteen fifteen feet and three years later, the tower opened to the public in this city.
2018_09_10_32|In a Mother Goose rhyme, rub-a-dub-dub, they're the three men in a tub.|In a Mother Goose rhyme, rub-a-dub-dub, they're the three men in a tub.
2018_09_26_62|50 degrees north latitude, zero degrees longitude, lands you in this body of water just north of Le Havre.|fifty degrees north latitude, zero degrees longitude, lands you in this body of water just north of Le Havre.
2018_07_02_89|1797, most of Congress counted themselves part of this party, but by 1827, it was dead.|seventeen ninety-seven, most of Congress counted themselves part of this party, but by eighteen twenty-seven, it was dead.
2018_09_14_28|Kyle Jones is a music teacher and his students gave him a task.|Kyle Jones is a music teacher and his students gave him a task.
2018_09_11_46|A town 14 miles southwest of Paris developed around this 17th century palace that tourists flock to.|A town fourteen miles southwest of Paris developed around this seventeenth century palace that tourists flock to.
2018_09_24_66|She says her books like Milk and Honey have no capital letters because her mother tongue Punjabi doesn't either.|She says her books like Milk and Honey have no capital letters because her mother tongue Punjabi doesn't either.
2018_09_14_25|All of the above did something special for you.|All of the above did something special for you.
2018_09_21_20|Facebook live 1 p.m. Eastern Time tomorrow 10 a.m. Pacific time for Drafting the teams the captains will be selecting two other players to be their team members All right, Dino Alexander from Fayetteville, North Carolina|Facebook live one p.m. Eastern Time tomorrow ten a.m. Pacific time for Drafting the teams the captains will be selecting two other players to be their team members All right, Dino Alexander from Fayetteville, North Carolina
2018_09_21_24|Let's get back into this. Rob has command of the board. He picks the next clue.|Let's get back into this. Rob has command of the board. He picks the next clue.
2018_09_14_50|In Las Vegas, you can double down on this pair who perform at their own theater at the Rio Hotel.|In Las Vegas, you can double down on this pair who perform at their own theater at the Rio Hotel.
2018_09_26_88|Paul Simon originally wrote this song as Mrs. Roosevelt, but graduated to this title.|Paul Simon originally wrote this song as Misess Roosevelt, but graduated to this title.
2018_09_14_14|A 2014 cover about this show featured an appropriate James Bond title as a caption.|A twenty fourteen cover about this show featured an appropriate James Bond title as a caption.
2018_09_13_50|Here are the categories. Ancient bromance, principles, novel actors, contractions, arts and culture, and finally, placeholders.|Here are the categories. Ancient bromance, principles, novel actors, contractions, arts and culture, and finally, placeholders.
2018_09_21_71b|In the 70s, Dennis Ritchie created this computer language, and your web browser is likely written in it, or in it++.|In the seventys, Dennis Ritchie created this computer language, and your web browser is likely written in it, or in it++.
2018_09_19_40|I'm headed to the pyramid at Chichen Itza on this Mexican peninsula.|I'm headed to the pyramid at Chichen Itza on this Mexican peninsula.
2018_09_11_8|Here's Kelly with the clue.|Here's Kelly with the clue.
2018_09_26_44|Here are some of the colorful characters from this brand.|Here are some of the colorful characters from this brand.
2018_09_10_93|Had to be on a very long river and there are only two that I can think of in the southern hemisphere and so we'll start with you, Isaac Loeb. You had 2,600 and you wrote down the correct response. What is Brazil? Down the Amazon. It doubles your score to 5,200. Let's go to Caitlin. She had 7,800 and wrote down the correct response as well. Her respect takes her up to 8,800. Both of you are going to finish in second and third place because Rick couldn't be caught. But did he add to his total? He might. He came up with the correct response and didn't risk anything.|Had to be on a very long river and there are only two that I can think of in the southern hemisphere and so we'll start with you, Isaac Loeb. You had two thousand, six hundred and you wrote down the correct response. What is Brazil? Down the Amazon. It doubles your score to five thousand, two hundred. Let's go to Caitlin. She had seven thousand, eight hundred and wrote down the correct response as well. Her respect takes her up to eight thousand, eight hundred. Both of you are going to finish in second and third place because Rick couldn't be caught. But did he add to his total? He might. He came up with the correct response and didn't risk anything.
2018_09_14_90|Costumously, Axel Paulsen was among the first group of inductees into the World Hall of Fame for this in 1976. You have 30 seconds. Good luck!|Costumously, Axel Paulsen was among the first group of inductees into the World Hall of Fame for this in nineteen seventy-six. You have thirty seconds. Good luck!
2018_09_21_70|That was the American pioneer Robert Goddard.|That was the American pioneer Robert Goddard.
2018_09_20_40|In 2001, Deep Space 1 ran down one of these celestial objects and took pictures of its five-mile long nucleus.|In twenty oh one, Deep Space one ran down one of these celestial objects and took pictures of its five-mile long nucleus.
2018_09_19_77|He was nearly 87 when he recited his poem, The Gift Outright at President Kennedy's inauguration.|He was nearly eighty-seven when he recited his poem, The Gift Outright at President Kennedy's inauguration.
2018_09_25_67|That is Adam Lambert. Vincent, back to you.|That is Adam Lambert. Vincent, back to you.
2018_09_14_4|With a name meaning new flower, this city replaced Entoto as the capital of Ethiopia in 1887.|With a name meaning new flower, this city replaced Entoto as the capital of Ethiopia in eighteen eighty-seven.
2018_09_27_14|Leslie Knope of this show created the girls only Galentine's Day, February 13th, and it's taken off in the real world.|Leslie Knope of this show created the girls only Galentine's Day, February thirteenth, and it's taken off in the real world.
2018_09_20_42|Islands in the sea. You ID the sea for us. Next eight letter words. Aren't you glad? Australian history. And finally.|Islands in the sea. You ID the sea for us. Next eight letter words. Aren't you glad? Australian history. And finally.
2018_09_27_87|That gentleman is C.S. Lewis. Pretty close game. Oh, 5,200 separating third place from the lead. And here comes Final Jeopardy.|That gentleman is C.S. Lewis. Pretty close game. Oh, five thousand, two hundred separating third place from the lead. And here comes Final Jeopardy.
2018_09_25_15|The New Testament says this five letter type of belief is the substance of things hoped for, the evidence of things not seen.|The New Testament says this five letter type of belief is the substance of things hoped for, the evidence of things not seen.
2018_09_13_69|In addition to the play Picasso at the La Panne Agile, this wild and crazy guy writes novels like The Pleasure of My Company.|In addition to the play Picasso at the La Panne Agile, this wild and crazy guy writes novels like The Pleasure of My Company.
2018_09_26_47|One category still in play, Evelyn.|One category still in play, Evelyn.
2018_09_25_56|After Phaeton crashed a sun chariot, his mournful sisters became trees and their tears became this fossil resin.|After Phaeton crashed a sun chariot, his mournful sisters became trees and their tears became this fossil resin.
2018_09_14_20|Quiet comfort noise canceling headphones are from this high end audio company that pioneered the technology.|Quiet comfort noise canceling headphones are from this high end audio company that pioneered the technology.
2018_09_14_71|It precedes glory in a word referring to boastfulness.|It precedes glory in a word referring to boastfulness.
2018_09_14_75|who is Aton, A-T-O-N. Two categories still in play, Andrew.|who is Aton, A-T-O-N. Two categories still in play, Andrew.
2018_09_19_16|She hit a grand slam with her 11 athletic apparel.|She hit a grand slam with her eleven athletic apparel.
2018_09_20_13|This classic game's cavity Sam has been given a new ailment, brain freeze.|This classic game's cavity Sam has been given a new ailment, brain freeze.
2018_09_27_44|Yes, Major League Soccer.|Yes, Major League Soccer.
2018_09_26_73|Low flow these. Good for the drought. Not so good for water pressure.|Low flow these. Good for the drought. Not so good for water pressure.
2018_09_20_55|It's the U.S. military's equivalent of a prison.|It's the U.S. military's equivalent of a prison.
2018_09_25_12|The Air Force's B-2 Spirit is sprayed with a radar absorbent coating, helping make it this type of bomber.|The Air Force's B-two Spirit is sprayed with a radar absorbent coating, helping make it this type of bomber.
2018_09_27_88|U.S. landmarks is what you get to deal with.|U.S. landmarks is what you get to deal with.
2018_07_02_74|Kisan City|Kisan City
2018_07_02_10|Adam or Scott?|Adam or Scott?
2018_09_19_73|Who's Elvis?|Who's Elvis?
2018_09_21_74|A grim fairy tale says, as she always looked dusty and dirty, they called her this name.|A grim fairy tale says, as she always looked dusty and dirty, they called her this name.
2018_09_21_64|Have you seen that movie? Maris and I rented the video. I don't mind telling you we pushed our beds together that night.|Have you seen that movie? Maris and I rented the video. I don't mind telling you we pushed our beds together that night.
2018_09_20_29|T gets loose from a strong string to be this beverage, red or white.|T gets loose from a strong string to be this beverage, red or white.
